name,txp_5g,txp_4g1,txp_4g2,ret_5g,ret_4g1,ret_4g2,cio_5g,cio_4g1,cio_4g2,ttt_ms,hys_db
gnn_0435,30,37,40,12,9,12,5,0,-2,128,3.0
gnn_0436,33,30,37,7,7,7,6,2,2,256,5.0
gnn_0437,30,33,33,9,9,7,6,-2,2,340,5.0
gnn_0438,30,40,30,7,7,9,9,0,2,256,2.0
gnn_0439,30,30,33,5,7,7,7,0,1,128,2.0
gnn_0440,33,33,43,3,7,5,6,2,1,128,0.5
gnn_0441,33,30,33,9,9,7,5,-1,2,340,1.5
gnn_0442,33,43,43,3,12,7,6,1,-2,512,2.5
gnn_0443,30,37,40,9,3,7,6,-1,-2,340,4.0
gnn_0444,43,33,33,7,12,5,5,0,-2,512,1.0
gnn_0445,43,30,37,7,5,7,8,0,0,256,2.5
gnn_0446,43,37,40,5,5,12,9,-2,1,256,1.5
gnn_0447,40,40,43,9,9,12,5,-2,1,340,4.0
gnn_0448,37,40,43,5,3,7,6,-1,2,256,4.5
gnn_0449,33,33,40,12,9,9,6,-2,2,128,5.0
gnn_0450,30,33,37,5,7,9,6,1,1,256,4.5
gnn_0451,37,40,43,7,7,12,7,0,-1,720,1.5
gnn_0452,37,43,33,3,5,3,6,-2,0,720,3.0
gnn_0453,43,40,40,7,12,5,7,1,2,128,1.5
gnn_0454,33,30,40,7,5,9,9,-1,-2,256,2.5
gnn_0455,43,30,40,12,7,9,7,-1,1,512,2.0
gnn_0456,33,43,43,9,3,3,6,2,2,512,5.0
gnn_0457,37,43,43,7,7,7,5,-1,2,256,2.5
gnn_0458,33,33,33,3,5,7,7,-2,-2,340,4.5
gnn_0459,30,43,37,12,9,5,5,-1,-1,720,1.0
gnn_0460,40,43,33,3,3,9,7,0,1,340,4.5
gnn_0461,33,43,40,5,12,7,7,1,2,340,4.0
gnn_0462,43,33,37,7,12,12,5,1,0,512,1.0
gnn_0463,43,40,40,12,9,12,5,-2,0,340,3.0
gnn_0464,37,40,37,5,3,9,7,-2,1,128,2.0
gnn_0465,30,40,33,9,7,7,8,-1,-1,128,3.5
gnn_0466,40,37,30,5,3,5,8,0,-1,128,1.0
gnn_0467,33,37,30,3,12,3,7,2,-1,256,0.5
gnn_0468,37,37,40,5,3,5,5,1,0,128,1.5
gnn_0469,33,30,33,12,3,7,7,-2,1,256,2.5
gnn_0470,43,40,43,3,5,12,5,0,1,128,4.5
gnn_0471,43,40,40,9,12,7,5,-2,1,720,5.0
gnn_0472,30,40,30,7,12,3,6,-1,0,256,3.0
gnn_0473,33,40,37,9,12,9,8,2,0,128,2.5
gnn_0474,30,37,30,7,9,7,5,-1,-1,128,1.0
gnn_0475,30,33,43,3,3,5,5,2,-1,340,3.0
gnn_0476,37,40,37,9,3,5,8,-2,-2,340,1.0
gnn_0477,37,33,37,5,5,12,7,-1,-1,720,1.0
gnn_0478,30,40,37,9,7,12,8,0,-1,340,2.5
gnn_0479,40,40,37,9,12,7,5,-1,0,720,5.0
gnn_0480,37,33,40,9,12,7,5,-2,-2,340,4.0
gnn_0481,40,40,43,5,7,3,7,2,1,256,3.5
gnn_0482,33,40,40,9,5,7,6,0,-1,512,2.5
gnn_0483,37,37,33,5,12,9,7,0,1,128,1.5
gnn_0484,43,40,40,3,5,9,9,-1,-1,256,3.0
gnn_0485,30,37,40,12,5,9,6,0,1,512,3.0
gnn_0486,40,37,40,5,12,12,9,-1,0,128,0.5
gnn_0487,37,30,30,12,3,12,5,1,-2,720,4.5
gnn_0488,40,37,40,9,9,12,9,1,-1,512,4.5
gnn_0489,40,33,43,7,5,9,5,0,2,720,4.0
gnn_0490,30,33,30,7,3,9,6,0,1,128,4.5
gnn_0491,30,30,43,7,3,12,7,2,-2,128,2.0
gnn_0492,40,30,40,7,12,5,8,0,-1,128,3.0
gnn_0493,40,37,30,3,5,7,9,-1,2,128,5.0
gnn_0494,43,43,37,3,7,3,8,0,1,340,3.5
gnn_0495,30,30,43,12,7,5,8,0,1,340,2.0
gnn_0496,40,40,30,7,5,3,9,-2,-1,720,2.0
gnn_0497,43,37,30,9,3,9,5,2,-2,128,2.0
gnn_0498,43,37,43,7,5,12,8,1,2,256,3.0
gnn_0499,37,43,40,9,9,3,7,1,1,256,0.5
gnn_0500,43,30,37,12,3,9,7,-2,0,256,2.5
gnn_0501,40,43,37,12,3,9,6,-1,0,128,4.5
gnn_0502,37,30,40,9,3,3,6,0,0,720,2.0
gnn_0503,40,33,43,12,5,5,7,-1,2,128,5.0
gnn_0504,37,43,40,9,12,5,6,1,-1,720,0.5
gnn_0505,33,37,37,5,3,9,9,0,2,256,3.5
gnn_0506,43,30,33,5,3,5,7,2,1,256,2.0
gnn_0507,37,30,40,9,5,3,7,-2,1,512,4.0
gnn_0508,37,43,30,5,9,12,7,2,-1,256,1.0
gnn_0509,30,40,33,5,5,3,7,0,-2,512,0.5
gnn_0510,37,40,43,7,3,9,6,2,-2,720,4.0
gnn_0511,43,40,30,5,3,9,5,0,-1,256,1.5
gnn_0512,40,30,43,5,3,5,7,0,2,720,3.5
gnn_0513,40,40,30,7,9,12,7,1,1,720,2.5
gnn_0514,37,33,37,5,5,7,7,-1,0,256,4.0
gnn_0515,30,43,37,3,9,3,6,2,1,256,1.5
gnn_0516,37,40,30,12,3,9,9,0,-1,340,0.5
gnn_0517,40,33,33,3,5,3,9,0,2,340,3.5
gnn_0518,40,40,30,7,3,5,5,-1,-1,128,3.0
gnn_0519,33,30,40,3,3,5,9,0,-2,256,5.0
gnn_0520,37,43,43,7,5,7,8,1,1,720,1.5
gnn_0521,40,43,33,5,3,12,5,-1,-1,340,2.0
gnn_0522,43,40,30,7,5,9,8,-1,1,256,1.0
gnn_0523,40,37,30,12,3,7,5,0,-2,128,4.0
gnn_0524,30,43,30,7,7,9,6,-1,1,720,1.5
gnn_0525,30,33,40,9,5,5,7,-2,-1,128,4.5
gnn_0526,43,30,30,7,7,9,7,-2,-1,512,5.0
gnn_0527,43,30,37,3,12,12,5,-2,2,340,0.5
gnn_0528,30,30,37,3,5,3,5,-2,-2,512,3.5
gnn_0529,40,33,43,12,9,9,8,2,-2,512,3.0
gnn_0530,37,37,30,12,5,12,9,0,-1,340,4.5
gnn_0531,37,33,40,12,9,7,8,-1,-2,128,4.5
gnn_0532,33,30,30,7,3,5,6,-1,2,512,2.0
gnn_0533,43,33,30,12,5,5,5,-1,2,256,4.5
gnn_0534,40,40,37,5,7,9,7,1,1,720,5.0
gnn_0535,33,43,37,5,7,5,6,1,-1,340,2.0
gnn_0536,33,33,30,12,12,12,6,-1,-2,512,5.0
gnn_0537,43,43,30,12,5,3,7,0,-2,512,3.0
gnn_0538,40,30,33,12,7,5,6,-2,2,512,2.5
gnn_0539,33,40,30,12,9,3,9,-1,1,256,2.0
gnn_0540,37,30,37,5,12,7,8,1,2,512,1.0
gnn_0541,33,40,37,3,3,7,9,2,1,256,1.0
gnn_0542,40,33,33,5,3,7,8,0,2,128,4.0
gnn_0543,37,40,40,7,9,12,5,1,-1,340,0.5
gnn_0544,43,33,43,12,9,7,9,2,1,512,2.0
gnn_0545,30,43,37,9,12,7,5,-2,0,340,1.5
gnn_0546,43,40,33,7,3,3,9,2,0,256,3.5
gnn_0547,43,40,40,5,5,12,7,0,-2,128,1.0
gnn_0548,37,37,30,5,9,5,7,1,2,512,1.5
gnn_0549,37,40,37,9,7,7,6,0,2,256,1.0
gnn_0550,43,30,43,5,3,12,5,2,1,512,2.5
gnn_0551,30,43,30,12,5,9,5,-2,2,340,4.0
gnn_0552,37,30,40,3,9,9,9,1,-2,512,3.5
gnn_0553,30,40,30,7,12,7,6,1,-2,340,2.5
gnn_0554,33,43,30,9,9,5,6,-2,2,720,1.0
gnn_0555,37,30,30,7,7,3,6,-2,-1,256,4.0
gnn_0556,43,43,40,12,7,12,7,0,-1,512,5.0
gnn_0557,40,43,37,12,9,12,6,0,-1,512,5.0
gnn_0558,33,37,43,3,7,5,9,-1,-2,128,4.5
gnn_0559,30,40,37,5,7,3,5,-1,-1,128,0.5
gnn_0560,33,43,43,7,12,12,7,-1,1,340,1.0
gnn_0561,37,37,33,5,12,9,5,-1,1,720,4.5
gnn_0562,37,37,40,5,5,3,8,0,-1,340,3.0
gnn_0563,40,37,40,12,3,5,6,2,0,128,5.0
gnn_0564,40,30,40,5,12,12,5,0,0,256,3.0
gnn_0565,37,37,40,5,5,12,9,0,0,340,5.0
gnn_0566,43,33,37,12,9,7,6,0,2,720,1.0
gnn_0567,30,43,40,12,5,12,8,0,0,512,0.5
gnn_0568,43,30,40,7,7,5,6,1,-2,720,3.5
gnn_0569,40,43,33,12,5,9,8,1,0,256,2.0
gnn_0570,30,43,30,5,9,3,5,-1,-1,340,3.5
gnn_0571,33,37,40,9,7,9,7,-1,1,256,3.0
gnn_0572,37,37,37,9,7,5,6,2,2,720,1.0
gnn_0573,40,40,33,12,3,9,8,0,2,128,3.5
gnn_0574,43,37,37,5,9,12,8,-1,2,256,3.5
gnn_0575,37,43,33,12,3,12,6,0,0,256,1.0
gnn_0576,30,37,43,9,7,5,9,-1,0,512,2.5
gnn_0577,37,43,40,12,12,9,8,2,-1,512,1.5
gnn_0578,37,37,43,7,9,3,9,-2,2,256,2.0
gnn_0579,30,40,33,7,12,5,8,-1,2,340,5.0
gnn_0580,30,33,40,5,3,3,5,1,1,720,0.5
gnn_0581,40,30,33,3,5,9,8,1,-2,128,1.0
gnn_0582,40,30,30,9,12,9,8,-1,-2,720,5.0
gnn_0583,40,43,43,5,3,3,5,-2,1,256,5.0
gnn_0584,33,37,43,5,12,3,5,1,1,128,4.5
gnn_0585,33,37,40,7,9,7,8,0,0,512,1.5
gnn_0586,40,37,30,9,3,3,8,-1,-2,512,2.0
gnn_0587,40,37,33,3,7,9,8,-2,2,128,1.0
gnn_0588,43,30,40,12,7,7,9,-2,2,720,5.0
gnn_0589,37,30,40,3,3,12,6,-2,-2,512,2.5
gnn_0590,40,43,30,9,9,9,8,-1,-1,512,3.0
gnn_0591,43,43,43,12,5,12,5,-1,0,720,3.0
gnn_0592,37,37,43,7,9,12,9,2,-2,128,0.5
gnn_0593,33,43,43,9,7,9,7,2,-2,340,5.0
gnn_0594,40,40,43,7,12,9,7,0,0,720,0.5
gnn_0595,43,30,43,3,3,5,8,-1,1,128,1.0
gnn_0596,33,43,30,7,9,12,7,-2,1,340,2.0
gnn_0597,30,37,30,3,9,5,8,-1,0,128,4.0
gnn_0598,43,43,37,3,12,7,5,2,-2,720,4.0
gnn_0599,37,30,37,3,12,7,9,1,0,128,2.0
gnn_0600,40,40,33,5,9,3,9,-2,0,340,0.5
gnn_0601,37,40,40,5,7,3,6,-2,2,128,1.0
gnn_0602,30,40,40,12,9,7,5,-1,-2,720,4.5
gnn_0603,30,37,43,5,12,12,6,-2,2,340,4.5
gnn_0604,37,40,30,7,5,5,7,0,1,256,2.0
gnn_0605,40,33,43,5,3,7,9,-1,0,340,1.5
gnn_0606,40,43,33,7,5,9,7,-1,2,256,2.5
gnn_0607,37,40,33,12,3,12,7,2,0,340,2.5
gnn_0608,33,33,43,9,9,7,7,0,-2,720,2.0
gnn_0609,40,40,30,7,7,7,6,-1,1,720,4.5
gnn_0610,43,37,40,12,7,5,8,-2,1,340,5.0
gnn_0611,37,30,43,7,12,12,9,-1,0,128,2.0
gnn_0612,33,43,33,12,12,12,8,1,-2,256,4.5
gnn_0613,43,40,40,9,3,9,9,-1,-2,128,0.5
gnn_0614,33,43,37,7,12,7,6,-1,1,256,5.0
gnn_0615,40,40,37,3,3,5,9,-1,2,128,2.0
gnn_0616,40,33,40,5,5,3,7,-2,0,340,2.5
gnn_0617,43,33,30,7,9,5,9,1,2,340,2.5
gnn_0618,30,30,40,9,9,5,5,0,1,256,3.5
gnn_0619,43,37,33,3,9,7,6,-1,1,512,1.5
gnn_0620,33,37,33,5,12,3,6,2,2,720,4.5
gnn_0621,40,33,40,12,3,3,7,2,1,128,1.5
gnn_0622,37,30,43,9,7,12,5,2,1,512,2.5
gnn_0623,40,37,33,9,5,5,7,1,-1,128,0.5
gnn_0624,43,40,37,3,5,12,7,-1,-1,128,2.0
gnn_0625,37,43,33,3,12,5,7,-1,-1,256,0.5
gnn_0626,43,30,43,3,9,3,8,-2,1,512,4.5
gnn_0627,40,30,30,9,9,9,8,-1,-2,256,3.5
gnn_0628,40,30,33,12,7,5,9,-2,2,340,3.5
gnn_0629,40,43,43,7,3,9,6,-2,1,720,1.0
gnn_0630,33,40,30,3,3,9,5,-1,-1,128,2.0
gnn_0631,30,30,33,7,3,3,6,0,2,128,1.5
gnn_0632,33,30,43,7,12,9,9,-1,2,256,1.0
gnn_0633,43,33,33,9,12,3,6,-2,-1,720,4.0
gnn_0634,40,33,33,9,12,3,7,2,0,720,4.5
gnn_0635,33,30,43,12,7,12,7,-2,2,512,3.0
gnn_0636,37,37,40,7,12,5,6,2,2,512,3.5
gnn_0637,33,40,33,7,3,3,8,0,-1,128,1.0
gnn_0638,37,37,30,7,12,7,7,2,-2,256,1.0
gnn_0639,33,37,40,7,9,5,8,1,0,512,2.5
gnn_0640,33,37,37,7,5,12,9,-1,-1,256,4.5
gnn_0641,33,37,40,12,9,3,9,-2,0,512,4.5
gnn_0642,43,43,30,9,3,9,9,0,0,128,2.0
gnn_0643,40,40,37,3,3,12,7,1,0,256,5.0
gnn_0644,33,30,37,7,3,12,6,1,-2,340,3.5
gnn_0645,40,40,33,12,3,12,5,0,1,720,4.0
gnn_0646,30,43,30,12,3,9,5,-1,-1,512,3.0
gnn_0647,43,37,33,5,5,12,5,-1,-1,512,3.0
gnn_0648,37,37,33,5,5,9,6,0,-2,340,4.5
gnn_0649,33,30,33,7,12,12,5,-2,2,340,1.5
gnn_0650,30,43,37,9,3,5,8,1,-2,340,2.5
gnn_0651,30,33,33,5,7,9,8,-2,-2,128,3.0
gnn_0652,43,30,37,7,5,7,6,-1,2,340,3.5
gnn_0653,33,33,33,7,3,3,6,0,-1,720,2.5
gnn_0654,33,30,33,12,9,5,6,1,-2,256,0.5
gnn_0655,37,33,37,9,7,3,7,2,0,512,1.0
gnn_0656,40,40,40,7,12,9,5,2,-2,128,0.5
gnn_0657,30,33,43,12,9,12,7,0,2,128,1.5
gnn_0658,40,43,33,7,7,9,7,2,2,720,3.0
gnn_0659,33,40,30,5,3,5,6,0,-2,720,4.0
gnn_0660,30,37,40,7,3,5,6,2,-1,340,4.5
gnn_0661,43,43,43,3,9,5,8,1,1,256,1.5
gnn_0662,30,43,33,7,12,3,7,1,-1,720,5.0
gnn_0663,37,40,43,9,12,3,9,-1,-1,128,4.0
gnn_0664,30,43,40,9,5,3,9,1,2,256,3.0
gnn_0665,37,30,33,7,12,12,7,1,0,128,1.0
gnn_0666,30,40,33,7,12,7,8,0,2,720,2.5
gnn_0667,43,37,37,9,3,5,5,0,-1,256,5.0
gnn_0668,43,30,30,3,9,9,9,-2,-2,340,1.0
gnn_0669,40,43,30,5,7,5,8,0,1,720,5.0
gnn_0670,33,33,43,9,7,5,7,0,-2,128,1.5
gnn_0671,33,33,43,12,3,12,7,1,0,512,5.0
gnn_0672,43,33,30,7,5,12,5,2,-1,340,1.5
gnn_0673,40,43,37,5,12,12,8,1,-1,512,2.5
gnn_0674,43,33,40,7,3,7,6,2,-2,128,3.5
gnn_0675,33,33,30,3,7,7,7,-2,-1,512,3.0
gnn_0676,37,33,30,9,7,9,9,1,1,720,4.0
gnn_0677,43,43,37,3,12,7,6,0,1,256,2.5
gnn_0678,30,40,37,5,3,12,6,1,-2,512,4.5
gnn_0679,40,43,40,12,3,3,9,-1,-1,256,4.0
gnn_0680,37,40,30,7,9,12,8,-1,1,340,0.5
gnn_0681,40,30,30,9,12,5,7,-1,-1,128,3.5
gnn_0682,37,30,33,9,7,12,6,2,0,128,4.0
gnn_0683,37,43,40,7,3,7,5,1,2,512,4.5
gnn_0684,33,30,43,3,5,5,5,-1,1,340,5.0
gnn_0685,30,33,37,5,7,7,9,1,-1,720,4.5
gnn_0686,30,30,40,7,9,9,9,1,-2,256,1.5
gnn_0687,40,43,43,9,12,12,7,-1,0,512,0.5
gnn_0688,43,30,30,5,12,5,6,0,2,340,1.0
gnn_0689,33,43,37,12,5,3,5,2,-2,256,3.0
gnn_0690,33,33,33,3,12,7,8,1,-2,128,1.0
gnn_0691,33,30,40,3,9,12,8,2,1,340,1.0
gnn_0692,37,30,33,5,12,5,5,2,2,256,3.0
gnn_0693,30,43,40,3,12,3,6,2,2,512,0.5
gnn_0694,30,37,43,9,7,5,5,-2,2,256,2.5
gnn_0695,37,37,43,9,3,7,7,-2,0,128,4.0
gnn_0696,33,40,33,7,5,9,5,1,-1,512,1.5
gnn_0697,43,30,33,9,3,7,6,-2,0,340,1.0
gnn_0698,30,43,37,3,12,5,9,1,-2,256,4.5
gnn_0699,37,40,30,9,3,7,6,2,0,720,0.5
gnn_0700,43,33,33,3,3,12,6,2,1,256,2.5
gnn_0701,37,30,33,9,7,9,9,0,2,340,4.5
gnn_0702,30,37,33,7,12,3,8,2,-1,340,5.0
gnn_0703,33,33,40,3,12,3,7,2,0,512,2.5
gnn_0704,40,43,40,9,9,5,6,0,1,512,3.0
gnn_0705,40,37,43,12,7,3,7,0,-1,512,3.5
gnn_0706,43,30,40,9,9,9,9,0,0,720,4.5
gnn_0707,30,37,37,12,9,7,5,1,1,256,4.0
gnn_0708,30,33,30,12,5,12,9,-2,0,340,2.0
gnn_0709,37,43,43,7,12,7,9,0,-1,256,1.0
gnn_0710,30,30,33,7,7,5,9,-2,-2,720,1.5
gnn_0711,43,43,33,9,3,12,6,0,1,256,4.0
gnn_0712,43,40,33,5,7,5,7,0,-1,340,3.5
gnn_0713,33,30,43,7,9,3,5,0,-1,720,0.5
gnn_0714,40,43,40,7,5,7,5,-1,1,720,5.0
gnn_0715,30,33,33,12,3,3,6,-2,0,340,0.5
gnn_0716,37,40,43,5,5,3,7,0,-1,720,2.0
gnn_0717,40,43,33,7,9,3,7,-1,0,512,2.0
gnn_0718,43,33,37,5,12,3,6,1,2,720,0.5
gnn_0719,33,37,37,7,12,3,9,0,0,512,2.0
gnn_0720,43,43,30,9,3,3,9,-1,2,512,3.5
gnn_0721,33,37,30,12,3,7,8,-2,1,128,2.5
gnn_0722,40,37,40,9,7,12,8,0,1,256,2.5
gnn_0723,40,33,43,7,9,7,6,0,0,128,3.5
gnn_0724,40,40,33,7,9,7,9,-1,2,256,4.5
gnn_0725,30,43,37,7,7,5,5,-1,-2,720,2.0
gnn_0726,37,33,33,3,12,9,8,-2,2,340,3.5
gnn_0727,40,33,43,5,12,7,6,1,2,512,0.5
gnn_0728,33,33,37,12,9,7,6,0,-2,512,3.0
gnn_0729,40,40,33,7,12,12,9,0,1,256,1.0
gnn_0730,33,43,37,5,9,9,9,-1,-2,512,1.5
gnn_0731,37,33,37,5,9,3,9,0,2,340,0.5
gnn_0732,37,30,33,12,3,5,7,-2,-2,256,4.0
gnn_0733,40,43,33,5,7,7,6,1,-2,256,0.5
gnn_0734,37,33,43,7,9,5,5,0,2,128,5.0
gnn_0735,33,43,40,5,7,12,6,-1,1,128,5.0
gnn_0736,33,37,43,9,3,5,7,-1,-2,128,1.0
gnn_0737,33,37,30,3,5,9,7,1,0,720,1.5
gnn_0738,37,30,30,9,3,9,6,0,-2,340,4.0
gnn_0739,33,33,30,12,12,7,8,-2,1,256,2.5
gnn_0740,33,30,43,5,12,7,9,2,1,128,1.0
gnn_0741,40,30,37,9,12,3,6,-2,0,256,1.0
gnn_0742,40,30,43,9,5,9,6,1,-2,512,5.0
gnn_0743,30,33,37,3,12,3,6,-1,-1,128,4.5
gnn_0744,33,40,30,5,9,3,6,2,0,720,5.0
gnn_0745,33,37,30,5,12,12,5,0,0,256,4.0
gnn_0746,43,30,33,9,9,5,6,1,0,512,5.0
gnn_0747,43,30,40,5,7,9,9,-2,-1,128,2.5
gnn_0748,37,33,37,9,9,5,5,-2,-1,720,2.5
gnn_0749,43,43,30,9,5,12,6,-2,-1,128,0.5
gnn_0750,40,33,33,9,7,3,8,-2,-1,512,4.5
gnn_0751,30,40,40,12,9,12,7,-1,-2,256,0.5
gnn_0752,33,33,30,12,7,7,5,0,2,340,4.0
gnn_0753,40,33,33,9,5,9,5,0,-1,340,3.5
gnn_0754,37,43,40,12,12,7,5,0,1,340,3.5
gnn_0755,40,43,37,9,5,5,6,1,1,256,3.5
gnn_0756,30,37,43,12,12,7,6,1,-2,340,0.5
gnn_0757,37,43,33,5,7,12,9,2,1,340,4.5
gnn_0758,40,33,40,9,9,5,8,2,-1,720,4.5
gnn_0759,40,30,43,12,3,3,5,-1,-1,128,1.0
gnn_0760,40,40,30,9,9,3,8,0,1,720,3.5
gnn_0761,43,40,43,12,9,9,5,1,1,720,3.5
gnn_0762,40,43,30,9,5,9,6,0,-1,720,3.5
gnn_0763,43,33,30,7,9,3,5,-2,2,720,3.0
gnn_0764,30,40,43,12,3,9,5,0,2,512,2.0
gnn_0765,37,40,33,7,12,3,9,0,-2,340,3.0
gnn_0766,37,40,33,7,5,3,8,-2,-2,720,1.0
gnn_0767,33,30,43,12,9,7,7,0,2,256,2.0
gnn_0768,37,40,37,3,5,5,6,-2,-1,340,1.5
gnn_0769,40,30,37,7,3,9,7,0,1,512,2.0
gnn_0770,43,40,40,9,9,12,8,-1,0,512,1.5
gnn_0771,30,33,33,5,12,3,9,0,0,720,5.0
gnn_0772,33,43,30,7,9,7,7,0,-1,128,1.5
gnn_0773,30,33,43,3,3,5,8,-1,2,256,2.0
gnn_0774,40,37,30,9,5,12,6,-2,1,512,3.0
gnn_0775,37,43,30,9,7,12,5,1,2,340,5.0
gnn_0776,43,43,37,3,5,3,8,0,0,128,4.0
gnn_0777,30,30,40,5,9,12,7,1,2,720,4.5
gnn_0778,40,33,37,3,3,7,6,1,2,340,2.5
gnn_0779,43,30,43,7,9,12,5,-1,0,256,2.0
gnn_0780,40,43,40,9,7,9,5,2,1,512,4.5
gnn_0781,30,30,33,7,5,12,8,-2,1,340,3.5
gnn_0782,40,43,43,9,3,12,6,0,-1,512,5.0
gnn_0783,43,33,40,3,12,12,6,-1,0,720,1.0
gnn_0784,43,37,43,7,3,9,9,-1,2,340,5.0
gnn_0785,43,37,30,9,7,7,5,0,1,512,4.0
gnn_0786,30,37,30,12,9,3,9,2,-1,128,3.0
gnn_0787,37,30,33,3,7,9,7,-1,2,340,1.0
gnn_0788,40,33,33,3,12,3,9,-2,-1,512,2.5
gnn_0789,43,37,37,9,9,12,7,1,-1,340,1.0
gnn_0790,43,40,43,12,12,5,5,1,1,128,4.5
gnn_0791,43,30,37,5,9,5,6,1,2,512,5.0
gnn_0792,43,43,43,12,12,3,8,-1,2,512,4.5
gnn_0793,40,33,33,7,7,5,9,2,-2,720,5.0
gnn_0794,43,30,40,9,12,9,8,1,0,128,1.0
gnn_0795,43,33,37,7,5,3,6,1,-2,720,3.0
gnn_0796,40,37,30,9,3,3,7,-2,1,128,3.5
gnn_0797,30,43,33,9,12,12,5,-2,-1,340,4.0
gnn_0798,43,40,37,5,9,7,7,0,1,128,2.0
gnn_0799,30,30,33,7,12,12,8,0,-2,128,5.0
gnn_0800,33,33,43,12,5,9,8,-2,-1,720,3.5
gnn_0801,43,43,43,12,5,9,6,-1,0,256,3.5
gnn_0802,30,30,33,12,9,9,8,2,-2,720,4.0
gnn_0803,33,43,40,3,3,9,5,2,1,720,5.0
gnn_0804,37,33,43,7,9,12,7,1,1,340,4.5
gnn_0805,30,37,33,5,12,5,9,1,-1,128,5.0
gnn_0806,33,37,43,3,7,9,5,0,2,340,1.0
gnn_0807,33,37,37,9,5,12,5,-1,1,720,3.0
gnn_0808,30,43,30,5,7,9,9,2,-1,512,2.0
gnn_0809,33,33,37,9,5,12,6,0,-1,256,4.0
gnn_0810,43,37,33,9,12,9,6,0,-1,128,3.0
gnn_0811,30,30,30,3,5,3,7,1,0,512,0.5
gnn_0812,37,40,40,12,12,7,7,1,1,256,0.5
gnn_0813,30,40,30,3,7,9,9,-1,2,340,3.5
gnn_0814,30,33,37,12,3,9,8,1,2,340,1.5
gnn_0815,33,43,37,7,7,7,7,-2,-1,128,0.5
gnn_0816,30,37,30,9,9,12,6,1,-1,256,3.5
gnn_0817,37,43,40,5,3,12,7,2,2,720,3.0
gnn_0818,37,43,37,12,12,5,5,-1,1,512,4.5
gnn_0819,33,33,43,5,9,5,8,-2,2,512,3.0
gnn_0820,43,40,43,5,5,5,6,-2,2,256,2.5
gnn_0821,40,37,33,12,12,9,9,0,-1,340,2.5
gnn_0822,37,43,40,12,9,9,8,2,-1,720,4.5
gnn_0823,37,43,37,7,7,9,9,0,1,512,1.0
gnn_0824,33,33,37,3,3,5,6,2,0,512,4.5
gnn_0825,30,30,43,5,12,9,7,1,-1,720,5.0
gnn_0826,37,43,30,3,5,5,5,2,1,512,3.0
gnn_0827,30,40,33,7,12,9,9,-1,0,340,4.5
gnn_0828,30,30,43,3,5,9,5,0,-2,128,4.5
gnn_0829,37,33,43,5,7,12,5,0,2,128,1.0
gnn_0830,33,40,37,12,12,7,7,-1,0,128,4.5
gnn_0831,33,37,33,3,3,12,9,-1,-2,720,3.0
gnn_0832,43,43,37,9,5,12,9,-1,-2,512,2.0
gnn_0833,33,40,30,9,7,3,7,1,-2,720,1.0
gnn_0834,37,43,43,3,5,7,5,2,2,720,0.5
gnn_0835,40,43,37,7,12,12,5,2,0,256,2.5
gnn_0836,30,30,37,9,7,9,7,2,-2,256,4.5
gnn_0837,43,33,30,12,9,9,8,2,-1,128,4.5
gnn_0838,40,30,33,9,12,7,7,-1,0,720,1.0
gnn_0839,43,40,37,9,7,5,5,2,-2,340,3.5
gnn_0840,33,33,37,7,7,9,6,-2,0,128,3.0
gnn_0841,43,30,43,12,7,3,6,1,2,340,0.5
gnn_0842,30,43,30,12,5,3,9,-2,1,128,3.5
gnn_0843,30,30,40,7,3,3,8,2,1,128,2.0
gnn_0844,43,43,30,5,12,9,9,1,-1,512,1.0
gnn_0845,40,30,40,3,9,3,9,0,2,128,2.5
gnn_0846,43,30,33,12,12,12,5,-2,1,256,1.0
gnn_0847,33,40,33,12,7,12,5,-2,2,720,2.0
gnn_0848,33,43,37,3,7,9,8,-1,-1,512,1.5
gnn_0849,43,37,40,9,5,3,6,1,0,340,3.0
gnn_0850,43,33,37,5,12,5,6,2,1,512,0.5
gnn_0851,43,43,37,7,5,7,8,-2,-2,256,4.5
gnn_0852,43,40,40,5,7,7,8,1,0,340,0.5
gnn_0853,40,40,33,9,9,12,7,2,1,128,4.0
gnn_0854,37,33,40,5,3,12,7,1,1,128,3.5
gnn_0855,33,30,33,5,9,3,5,-2,-2,720,3.5
gnn_0856,43,37,30,7,7,12,5,0,2,128,5.0
gnn_0857,40,37,30,3,3,3,9,1,-1,256,4.0
gnn_0858,43,37,30,7,9,3,5,1,-1,512,0.5
gnn_0859,40,43,40,12,9,5,6,-1,1,720,2.5
gnn_0860,43,37,33,3,7,7,8,-1,0,128,3.0
gnn_0861,37,40,43,12,5,7,5,0,1,720,0.5
gnn_0862,30,30,33,7,7,7,9,1,1,128,1.5
gnn_0863,40,37,40,9,7,7,9,1,2,340,1.5
gnn_0864,37,37,40,9,9,7,9,1,-2,128,3.0
gnn_0865,33,30,43,12,7,5,6,2,-1,340,3.5
gnn_0866,40,30,30,12,9,5,7,-1,-2,512,3.5
gnn_0867,33,43,33,7,7,5,7,0,2,512,0.5
gnn_0868,43,30,33,5,5,9,8,2,0,720,2.5
gnn_0869,43,37,30,7,7,7,5,1,-2,512,3.0
gnn_0870,40,43,43,3,5,12,5,-2,-1,720,5.0
gnn_0871,37,37,43,7,12,12,5,0,-2,256,5.0
