time_s,cell,tx_power_dbm,ret_tilt_deg,ret_bearing_deg,ttt_ms,hysteresis_db,num_ues,avg_rsrp_dbm,ho_in_count,ho_out_count,pingpong_count,avg_throughput_mbps,prb_utilization_pct,energy_state,tx_power_watts,energy_efficiency_mbps_per_w
80.5,gNB_4G_2,43,15,0,256,3,12,-46.25,19,11,6,0.475136,20.2333,ON,223.777,0.025479
81.5,gNB_5G,43,15,10,256,3,4,-48.75,10,11,6,0.487424,4.375,ON,223.777,0.00871266
81.5,gNB_4G_1,43,15,0,256,3,12,-42.8333,2,8,1,0.638293,24.0333,ON,223.777,0.0342283
81.5,gNB_4G_2,43,15,0,256,3,11,-45.6364,19,12,7,0.486307,19.2,ON,223.777,0.0239049
82.5,gNB_5G,43,15,10,256,3,3,-48.6667,10,12,7,0.524288,3.76667,ON,223.777,0.0070287
82.5,gNB_4G_1,43,15,0,256,3,12,-42.5833,2,8,1,0.635563,23.9167,ON,223.777,0.0340819
82.5,gNB_4G_2,43,15,0,256,3,12,-46.6667,20,12,7,0.475136,19.9417,ON,223.777,0.025479
83.5,gNB_5G,43,15,10,256,3,4,-49.25,11,12,7,0.49152,4.25833,ON,223.777,0.00878588
83.5,gNB_4G_1,43,15,0,256,3,13,-44.4615,2,8,1,0.609359,27.6083,ON,223.777,0.0353998
83.5,gNB_4G_2,43,15,0,256,3,11,-45.1818,20,13,8,0.486307,20.875,ON,223.777,0.0239049
84.5,gNB_5G,43,15,10,256,3,4,-49,11,12,7,0.485376,3.95,ON,223.777,0.00867605
84.5,gNB_4G_1,43,15,0,256,3,12,-44.25,2,9,1,0.662869,27.8667,ON,223.777,0.0355462
84.5,gNB_4G_2,43,15,0,256,3,12,-45.4167,21,13,8,0.481963,22.875,ON,223.777,0.0258451
85.5,gNB_5G,43,15,10,256,3,4,-48.75,11,12,7,0.485376,3.95,ON,223.777,0.00867605
85.5,gNB_4G_1,43,15,0,256,3,12,-44.3333,2,9,1,0.663552,25.2417,ON,223.777,0.0355828
85.5,gNB_4G_2,43,15,0,256,3,12,-44.75,21,13,8,0.48128,23.5583,ON,223.777,0.0258085
86.5,gNB_5G,43,15,10,256,3,4,-48.5,11,12,7,0.489472,3.98333,ON,223.777,0.00874927
86.5,gNB_4G_1,43,15,0,256,3,12,-43.4167,2,9,1,0.662869,24.7167,ON,223.777,0.0355462
86.5,gNB_4G_2,43,15,0,256,3,12,-45.1667,21,13,8,0.48128,21.5167,ON,223.777,0.0258085
87.5,gNB_5G,43,15,10,256,3,4,-48.75,11,12,7,0.487424,3.96667,ON,223.777,0.00871266
87.5,gNB_4G_1,43,15,0,256,3,13,-45.5385,2,9,1,0.630154,26.7417,ON,223.777,0.0366078
87.5,gNB_4G_2,43,15,0,256,3,12,-44.3333,21,13,8,0.481963,21.4167,ON,223.777,0.0258451
88.5,gNB_5G,43,15,10,256,3,4,-48,11,12,7,0.487424,3.96667,ON,223.777,0.00871266
88.5,gNB_4G_1,43,15,0,256,3,13,-44.6923,2,9,1,0.6541,28.25,ON,223.777,0.0379989
88.5,gNB_4G_2,43,15,0,256,3,12,-44.4167,21,13,8,0.480597,21.3,ON,223.777,0.0257719
89.5,gNB_5G,43,15,10,256,3,4,-48.25,11,12,7,0.487424,3.96667,ON,223.777,0.00871266
89.5,gNB_4G_1,43,15,0,256,3,13,-43.9231,2,9,1,0.65473,27.5917,ON,223.777,0.0380355
89.5,gNB_4G_2,43,15,0,256,3,12,-45.0833,21,13,8,0.48128,21.4333,ON,223.777,0.0258085
90.5,gNB_5G,43,15,10,256,3,4,-48.75,11,12,7,0.487424,3.96667,ON,223.777,0.00871266
90.5,gNB_4G_1,43,15,0,256,3,14,-43.8571,2,9,1,0.630199,28.7833,ON,223.777,0.0394266
90.5,gNB_4G_2,43,15,0,256,3,12,-44.75,21,13,8,0.480597,24.9917,ON,223.777,0.0257719
91.5,gNB_5G,43,15,10,256,3,4,-48.75,11,12,7,0.485376,3.95,ON,223.777,0.00867605
91.5,gNB_4G_1,43,15,0,256,3,15,-44.4667,2,9,1,0.625323,30.5583,ON,223.777,0.041916
91.5,gNB_4G_2,43,15,0,256,3,12,-45.5833,21,13,8,0.48128,25.0167,ON,223.777,0.0258085
92.5,gNB_5G,43,15,10,256,3,4,-49.75,11,12,7,0.489472,3.98333,ON,223.777,0.00874927
92.5,gNB_4G_1,43,15,0,256,3,15,-44.1333,2,9,1,0.635153,33.4917,ON,223.777,0.0425749
92.5,gNB_4G_2,43,15,0,256,3,12,-45.5,21,13,8,0.48128,21.725,ON,223.777,0.0258085
93.5,gNB_5G,43,15,10,256,3,4,-48,11,12,7,0.485376,3.95,ON,223.777,0.00867605
93.5,gNB_4G_1,43,15,0,256,3,14,-44.5714,2,10,1,0.642487,31.9,ON,223.777,0.0401954
93.5,gNB_4G_2,43,15,0,256,3,14,-46.5,22,13,8,0.481573,24.1167,ON,223.777,0.0301282
94.5,gNB_5G,43,15,10,256,3,3,-47.6667,11,13,7,0.562517,3.73333,ON,223.777,0.00754121
94.5,gNB_4G_1,43,15,0,256,3,14,-45.0714,2,10,1,0.640731,29.3917,ON,223.777,0.0400856
94.5,gNB_4G_2,43,15,0,256,3,15,-46.7333,23,13,8,0.494251,27.0083,ON,223.777,0.0331301
95.5,gNB_5G,43,15,10,256,3,4,-47.75,11,13,7,0.436224,4.075,ON,223.777,0.00779747
95.5,gNB_4G_1,43,15,0,256,3,14,-45.4286,2,10,1,0.642487,30.7583,ON,223.777,0.0401954
95.5,gNB_4G_2,43,15,0,256,3,15,-47.8,23,13,8,0.495343,28.0583,ON,223.777,0.0332033
96.5,gNB_5G,43,15,10,256,3,3,-50,11,14,7,0.390485,3.36667,ON,223.777,0.00523492
96.5,gNB_4G_1,43,15,0,256,3,15,-45.8,2,10,1,0.623138,32.0667,ON,223.777,0.0417695
96.5,gNB_4G_2,43,15,0,256,3,16,-48.0625,24,13,8,0.500736,30.6583,ON,223.777,0.0358024
97.5,gNB_5G,43,15,10,256,3,4,-48,12,14,7,0.436224,3.74167,ON,223.777,0.00779747
97.5,gNB_4G_1,43,15,0,256,3,15,-46,2,10,1,0.64826,32.3833,ON,223.777,0.0434535
97.5,gNB_4G_2,43,15,0,256,3,15,-47.8,24,14,9,0.494797,30.6167,ON,223.777,0.0331667
98.5,gNB_5G,43,15,10,256,3,5,-50.4,13,14,7,0.435814,4.84167,ON,223.777,0.00973768
98.5,gNB_4G_1,43,15,0,256,3,16,-46.8125,2,10,1,0.625664,33.075,ON,223.777,0.0447348
98.5,gNB_4G_2,43,15,0,256,3,14,-47.4286,24,15,9,0.498542,27.9917,ON,223.777,0.0311899
99.5,gNB_5G,43,15,10,256,3,5,-50.4,13,14,7,0.439091,4.46667,ON,223.777,0.0098109
99.5,gNB_4G_1,43,15,0,256,3,16,-46.9375,2,10,1,0.64512,33.775,ON,223.777,0.0461259
99.5,gNB_4G_2,43,15,0,256,3,14,-48.3571,24,15,9,0.496786,32.8417,ON,223.777,0.03108
